Function,Gene,NH4_1,NH4_2,NH4_3,NH4_average,alanine_1,alanine_2,alanine_3,alanine_average,log2FoldChange,pvalue,qvalue
hsp20-type molecular chaperone,HVO_0482,7.098484,7.4966273,7.059994,7.218368433,7.4154015,7.6210923,8.375289,7.8039276,0.585559167,0.144487345,0.534127035
conserved hypothetical protein,HVO_1301,10.709417,10.631821,10.225171,10.52213633,11.190885,11.4864025,10.647732,11.10833983,0.5862035,0.111400845,0.480446285
conserved hypothetical protein,HVO_1977,13.305052,12.98156,13.159285,13.14863233,12.859266,14.328022,14.017369,13.73488567,0.586253333,0.268469401,0.638082898
"mandelate racemase/muconate lactonizing enzyme family protein, putative",HVO_A0287,7.726252,7.3771944,8.116121,7.7398558,7.8458366,8.155137,8.977893,8.326288867,0.586433067,0.216115824,0.617363124
replication protein A,HVO_1338,9.451459,9.573083,9.552451,9.525664333,10.00258,9.855414,10.478769,10.11225433,0.58659,0.037739273,0.29431995
signal recognition particle receptor SRalpha,HVO_0120,9.210574,9.637623,9.255661,9.367952667,9.604892,9.724862,10.535014,9.954922667,0.58697,0.142386666,0.533150926
conserved hypothetical protein,HVO_0166,6.0684614,6.4990854,6.631828,6.3997916,6.6135855,6.791461,7.5601716,6.988406033,0.588614433,0.155221797,0.546481085
conserved hypothetical protein,HVO_2850,7.557496,8.013394,7.3879566,7.652948867,8.0632,8.047017,8.616247,8.242154667,0.5892058,0.089726131,0.436564229
conserved hypothetical protein,HVO_2382,6.622237,6.899697,6.711194,6.744376,6.9648705,7.003755,8.032256,7.333627167,0.589251167,0.176007417,0.573635794
"AP endonuclease, family 2 superfamily",HVO_2322,8.708155,9.1758795,9.203684,9.0292395,9.554075,9.619037,9.6839075,9.6190065,0.589767,0.023309589,0.236358046
ABC-type transport system ATP-binding protein (probable substrate dipeptides/oligopeptides),HVO_2443,7.0896335,7.2086973,8.0199175,7.4394161,7.8027534,7.641282,8.643581,8.029205467,0.589789367,0.238958644,0.632171598
hypothetical protein,HVO_1795,5.6828732,5.9273934,6.2180376,5.942768067,6.3447137,6.5424743,6.711221,6.532803,0.590034933,0.034599171,0.279670784
precorrin-8W decarboxylase,HVO_B0062,8.234385,10.9356985,10.772469,9.980850833,11.141373,9.609643,10.961743,10.57091967,0.590068833,0.586589184,0.759575789
conserved hypothetical protein,HVO_0017,8.529977,8.862588,9.14477,8.845778333,9.07964,9.611769,9.616837,9.436082,0.590303667,0.078890801,0.41420269
terminal quinol oxidase,HVO_0763,13.909188,14.060215,13.970462,13.979955,13.8339615,15.201465,14.67558,14.5703355,0.5903805,0.214615293,0.616694164
conserved hypothetical protein,HVO_2463,5.795024,6.048715,6.659228,6.167655667,6.255045,6.2326436,7.7867174,6.758135333,0.590479667,0.362294314,0.661493618
conserved hypothetical protein,HVO_2656,9.2337,10.054686,9.996295,9.761560333,11.222338,9.9233465,9.911151,10.3522785,0.590718167,0.310472958,0.653939216
phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase,HVO_2988,5.9425745,6.461676,6.437093,6.280447833,6.590663,6.513929,7.509791,6.871461,0.591013167,0.177756595,0.574677677
hypothetical protein,HVO_1369,9.358562,9.492702,9.13903,9.330098,10.073086,10.007951,9.682666,9.921234333,0.591136333,0.02041777,0.221702489
ribosomal protein L39.eR,HVO_0115,11.900382,12.353577,12.239371,12.16444333,12.309799,12.4013405,13.557791,12.75631017,0.591866833,0.235271565,0.630672565
"urease, alpha subunit",HVO_0148,8.889804,10.190035,10.184688,9.754842333,11.400059,10.05512,9.5856495,10.34694283,0.5921005,0.442108789,0.69153616
conserved hypothetical protein,HVO_2532,6.5611377,7.3738937,7.1151237,7.016718367,7.5316677,7.017206,8.281303,7.6100589,0.593340533,0.247320081,0.635520671
"selT/selW/selH selenoprotein domain, putative",HVO_1011,6.3528867,6.595388,7.056983,6.668419233,6.9835625,6.850469,7.951372,7.261801167,0.593381933,0.215572138,0.616694164
conserved hypothetical protein,HVO_1059,8.414363,9.068635,8.573638,8.685545333,9.592085,9.1336355,9.111447,9.279055833,0.5935105,0.077813619,0.410872338
folate-binding protein YgfZ,HVO_0397,6.7568855,6.917356,7.0463314,6.906857633,7.144418,7.228538,8.128561,7.500505667,0.593648033,0.142619545,0.533150926
hypothetical protein,HVO_1641,6.0160346,6.201071,7.216359,6.477821533,6.615658,6.7878475,7.810908,7.071471167,0.593649633,0.323465702,0.65607814
"Ribbon-helix-helix protein, copG family domain protein",HVO_1515,6.9384966,7.0839396,7.0251937,7.015876633,7.227691,7.326421,8.278106,7.610739333,0.5948627,0.152808872,0.546481085
DNA-directed RNA polymerase subunit A,HVO_0349,11.78904,11.852691,11.821539,11.82109,12.385213,11.93071,12.932683,12.416202,0.595112,0.109640307,0.475420231
hypothetical protein,HVO_A0320,12.329009,12.597259,12.900865,12.60904433,13.453442,13.16809,12.997925,13.20648567,0.597441333,0.047922964,0.327750488
"predicted protein, putative",HVO_2537,9.325658,9.213463,8.905449,9.14819,9.7876005,9.756746,9.693502,9.7459495,0.5977595,0.009683391,0.158420731
"DNA ligase, NAD-dependent",HVO_3000,5.6729794,5.9306946,6.16401,5.922561333,6.1248693,5.907003,7.5292754,6.520382567,0.597821233,0.320614815,0.65607814
CDP-alcohol phosphatidyltransferase,HVO_1136,6.088138,6.3316684,7.166105,6.528637133,6.694865,6.8496795,7.8366246,7.127056367,0.598419233,0.284074756,0.646700265
"haloacid dehalogenase-like hydrolase, putative",HVO_1415,6.380004,6.576301,6.6093774,6.521894133,6.7366014,6.844166,7.781278,7.1206818,0.598787667,0.152448663,0.546481085
conserved hypothetical protein,HVO_2664,6.79511,6.6155534,6.636335,6.6823328,6.963012,7.3320856,7.5483356,7.2811444,0.5988116,0.029215115,0.255737444
NosL family protein,HVO_A0601,5.555987,5.7831593,6.0818753,5.8070072,5.960044,6.070225,7.188167,6.406145333,0.599138133,0.227621877,0.629581184
Cupin superfamily,HVO_0284,6.498744,6.5967894,7.016295,6.7039428,6.8991275,7.121876,7.8891845,7.303396,0.5994532,0.152002921,0.546481085
hypothetical protein,HVO_1625,6.708648,7.2388196,7.4910564,7.146174667,7.5098033,7.487475,8.239762,7.7456801,0.599505433,0.150771333,0.545212125
hypothetical protein,HVO_0079,5.849614,6.284196,6.759461,6.297757,6.3698797,6.0937977,8.2299185,6.8978653,0.6001083,0.451681091,0.695836103
ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptides/oligopeptides),HVO_A0428,10.721154,11.610981,11.574782,11.30230567,13.33819,11.285373,11.087681,11.903748,0.601442333,0.481585633,0.7040449
"metallo-beta-lactamase superfamily, putative",HVO_1368,6.8519855,7.227269,7.068504,7.049252833,7.4725146,7.6102242,7.8697033,7.650814033,0.6015612,0.01951227,0.218414434
conserved hypothetical protein,HVO_A0181,7.0131054,7.171437,7.6878333,7.2907919,7.704481,7.6162724,8.356335,7.8923628,0.6015709,0.12410462,0.498948192
putative bacterial regulatory protein arsR family,HVO_1552,6.3504467,7.1735773,7.2492437,6.924422567,7.296735,7.022443,8.2600355,7.5264045,0.601981933,0.272011577,0.641288352
conserved hypothetical protein,HVO_2770,7.1805353,7.129988,7.584061,7.298194767,7.5600452,7.761553,8.379672,7.9004234,0.602228633,0.1024663,0.462957149
co-chaperone GrpE,HVO_1592,9.073687,9.6916065,9.336694,9.367329167,9.5653105,9.777981,10.568349,9.970546833,0.603217667,0.163387746,0.554900601
methanol dehydrogenase regulatory protein,HVO_0639,7.785122,8.528198,8.679504,8.330941333,8.788856,8.628548,9.387506,8.93497,0.604028667,0.168840122,0.563035888
ABC-type transport system ATP-binding protein (probable substrate dipeptides/oligopeptides),HVO_2444,6.552005,6.812687,6.942964,6.769218667,7.369138,7.2431645,7.5081544,7.373485633,0.604266967,0.01191019,0.175785582
conserved protein,HVO_0392,9.444483,9.200136,9.108866,9.251161667,9.610601,9.9448395,10.010884,9.8554415,0.604279833,0.019227264,0.217279946
putative DNA binding protein,HVO_A0626,9.4804125,10.145217,10.184415,9.9366815,10.616981,10.305801,10.703019,10.54193367,0.605252167,0.07911659,0.414841594
DNA-directed RNA polymerase subunit A,HVO_0350,11.086018,11.05303,11.06052,11.06652267,11.481367,11.134537,12.399452,11.67178533,0.605262667,0.184113024,0.585679171
PQQ repeat protein,HVO_B0052,7.429523,9.752126,9.838179,9.006609333,9.98426,8.644041,10.214169,9.614156667,0.607547333,0.548609331,0.739083227
transcription regulator,HVO_A0616,6.680654,7.112313,7.7845483,7.1925051,7.4490275,7.29023,8.661891,7.800382833,0.607877733,0.322685144,0.65607814
rpa-associated protein,HVO_1337,8.094722,8.279722,8.120813,8.165085667,8.556169,8.435015,9.327933,8.773039,0.607953333,0.100318722,0.456898713
leucyl aminopeptidase,HVO_1774,6.226568,6.4116507,7.0146303,6.550949667,6.682971,6.5297937,8.265643,7.159469233,0.608519567,0.370493794,0.661493618
hypothetical protein,HVO_1754,5.971434,6.376063,6.7012835,6.3495935,6.5758467,6.7701592,7.5284443,6.958150067,0.608556567,0.16547082,0.556926704
DNA-directed RNA polymerase subunit D,HVO_2781,12.025743,12.36434,12.242916,12.21099967,12.537831,12.272535,13.64911,12.81982533,0.608825667,0.232544877,0.629581184
translation initiation factor aIF-2 beta subunit,HVO_1678,6.687738,6.9099226,7.1816425,6.926434367,7.098821,7.105914,8.40258,7.535771667,0.6093373,0.252703541,0.635520671
thiosulfate sulfurtransferase,HVO_0024,8.88637,9.203822,9.121281,9.070491,9.439169,9.709806,9.893998,9.680991,0.6105,0.019929622,0.218414434
hypothetical protein,HVO_A0182,6.142406,6.6850247,7.146659,6.6580299,7.042259,6.8058443,7.9575553,7.268552867,0.610522967,0.251283055,0.635520671
ba3-type terminal oxidase subunit CbaD,HVO_0943,12.7486315,12.896114,12.611179,12.75197483,13.206124,13.767414,13.121648,13.365062,0.613087167,0.048654045,0.32909466
conserved hypothetical protein,HVO_3012,11.257205,11.240594,11.154446,11.217415,11.919676,11.927067,11.646557,11.8311,0.613685,0.003272386,0.106019985
CBS/parB domain protein,HVO_0991,11.371868,10.947806,11.147697,11.15579033,11.707184,11.987685,11.613728,11.76953233,0.613742,0.020973666,0.224572877
N-methylhydantoinase (ATP-hydrolyzing) B,HVO_A0536,5.8120174,6.1585746,6.609367,6.193319667,6.5492144,6.2040653,7.668869,6.8073829,0.614063233,0.28568475,0.646700265
creatininase,HVO_0507,7.098226,7.4431043,7.3758764,7.305735567,7.538632,7.564952,8.6591215,7.920901833,0.615166267,0.184398036,0.585985784
"membrane protein, putative",HVO_0657,6.160058,6.493152,7.144383,6.599197667,6.8906446,6.6663575,8.088585,7.2151957,0.615998033,0.307903274,0.652157061
ABC-type transport system ATP-binding protein (probable substrate sugar),HVO_A0491,5.8926992,5.9113173,6.457515,6.087177167,6.2645254,6.987883,6.8577323,6.703380233,0.616203067,0.100471083,0.457051673
transcription anti-termination factor,HVO_0027,9.806873,9.9713335,10.20066,9.9929555,10.011978,10.381028,11.435277,10.60942767,0.616472167,0.235096949,0.630672565
conserved hypothetical protein,HVO_0688,9.181305,9.357966,9.129604,9.222958333,9.561161,10.041949,9.915223,9.839444333,0.616486,0.01811274,0.213548133
hypothetical protein,HVO_2769,8.110571,7.9577246,8.15658,8.074958533,8.193411,8.613855,9.268442,8.691902667,0.616944133,0.124803367,0.500282139
conserved membrane protein,HVO_1542,11.865301,11.638339,11.776691,11.76011033,11.968303,12.056835,13.106875,12.37733767,0.617227333,0.172030743,0.568914947
transposase (ISH18),HVO_A0016,9.539885,9.045789,9.162303,9.249325667,9.411947,9.807482,10.381713,9.867047333,0.617721667,0.124525005,0.499730257
dihydropteroate synthase,HVO_2908,7.8870053,8.536689,8.298835,8.2408431,8.678108,8.404107,9.494179,8.858798,0.6179549,0.177805277,0.574677677
phosphoglucomutase/phosphomannomutase,HVO_0199,5.5681715,5.836695,5.8821115,5.762326,5.9816957,6.2664495,6.895324,6.3811564,0.6188304,0.097410801,0.451844298
hypothetical protein,HVO_0386,5.6945214,6.1370173,6.4626594,6.098066033,6.2511153,5.996691,7.9035225,6.7171096,0.619043567,0.3867384,0.666876904
ABC-type transport system periplasmic substrate-binding protein (probable substrate iron-III),HVO_B0047,9.925844,10.586259,8.608247,9.706783333,11.557799,10.839875,8.580179,10.325951,0.619167667,0.593530596,0.762413308
cell division inhibitor,HVO_0595,9.58579,9.966239,9.9480715,9.833366833,10.160437,10.505357,10.6927185,10.4528375,0.619470667,0.035838697,0.285667419
conserved hypothetical protein,HVO_2327,8.51201,9.054176,8.804085,8.790090333,9.299427,9.440489,9.488917,9.409611,0.619520667,0.020522465,0.222233758
unknown protein,HVO_B0194,8.5790205,8.984484,7.990015,8.517839833,8.790154,9.011675,9.613352,9.138393667,0.620553833,0.177130532,0.574643994
arsenite transport protein C-terminal domain protein,HVO_0411,6.738707,6.834868,7.217013,6.930196,7.3553743,7.149494,8.151012,7.5519601,0.6217641,0.140117102,0.530087388
"membrane protein, putative",HVO_2711,6.2473106,6.5644164,7.0021143,6.604613767,6.8510003,6.686486,8.144464,7.227316767,0.622703,0.28939856,0.6479412
hypothetical protein,HVO_B0304,5.6709003,6.0828238,6.7815094,6.178411167,6.39668,5.7819605,8.225352,6.801330833,0.622919667,0.480802986,0.7040449
"2-hydroxyhepta-24-diene-1,7-dioate isomerase",HVO_2244,5.9957466,6.2447486,6.3565507,6.1990153,6.4010825,6.437053,7.6286716,6.822269033,0.623253733,0.209499528,0.612184402
CAIB/BAIF family protein,HVO_A0490,6.1312613,6.1382813,6.140256,6.136599533,6.2392955,7.011312,7.0291543,6.7599206,0.623321067,0.074849299,0.405815587
FAD/NAD binding oxidoreductase,HVO_0889,6.490592,7.337854,7.1515384,6.993328133,7.273442,7.3130193,8.264971,7.6171441,0.623815967,0.206049123,0.610033993
conserved hypothetical protein,HVO_2728,7.978033,8.223287,8.399206,8.200175333,8.552763,8.931567,8.988816,8.824382,0.624206667,0.027185777,0.249620556
3-phosphoshikimate 1-carboxyvinyltransferase,HVO_1308,7.805816,8.5567665,8.051572,8.1380515,8.647143,8.583513,9.057193,8.762616333,0.624564833,0.07888615,0.41420269
probable metallo-beta-lactamase family hydrolase,HVO_0771,5.4215693,5.823676,5.9192257,5.721490333,6.0641165,5.764323,7.212297,6.346912167,0.625421833,0.251413186,0.635520671
protein up-regulated by thyroid hormone-putative PQQ-dependent glucose dehydrogenase,HVO_1007,6.336362,6.705545,6.525539,6.522482,6.8443604,7.002637,7.5967426,7.147913333,0.625431333,0.06851059,0.386706376
probable metallo-beta-lactamase family hydrolase,HVO_1918,8.345831,8.585675,8.675228,8.535578,8.920495,9.12823,9.434312,9.161012333,0.625434333,0.024904235,0.24215875
hypothetical protein,HVO_2310,5.3816376,5.749757,6.1690016,5.766798733,5.968349,5.640122,7.5702987,6.392923233,0.6261245,0.382083536,0.664344575
chloromuconate cycloisomerase,HVO_2638,6.9915533,7.9736695,7.6883535,7.5511921,8.146011,7.582824,8.810207,8.179680667,0.628488567,0.24297313,0.633742828
ABC-type transport system permease protein (homolog of LolDCE lipoprotein release factor),HVO_2164,8.082977,8.376871,8.374411,8.278086333,8.709847,8.761662,9.252049,8.907852667,0.629766333,0.033716319,0.275326908
conserved hypothetical protein,HVO_0488,13.127058,13.569047,13.527582,13.40789567,13.660188,14.144791,14.310945,14.03864133,0.630745667,0.058814777,0.362251756
"methyltransferase, putative",HVO_1534,6.077607,6.609357,6.4751644,6.387376133,6.72577,6.6484723,7.6810656,7.018435967,0.631059833,0.161922219,0.553396263
aspartokinase,HVO_0008,9.028428,9.6234255,9.12815,9.260001167,9.613574,10.034263,10.025647,9.891161333,0.631160167,0.051983555,0.339322828
conserved hypothetical protein,HVO_1208,6.981208,7.6813064,7.245893,7.302802467,7.528808,7.710499,8.563554,7.934287,0.631484533,0.170724064,0.567359789
hypothetical protein,HVO_1665,9.688887,10.11102,10.729362,10.176423,10.767727,10.683068,10.974585,10.80846,0.632037,0.114672849,0.483056346
conserved hypothetical protein,HVO_1448,5.668651,5.912155,6.5632086,6.048004867,6.3459272,5.938841,7.756529,6.6804324,0.632427533,0.359844265,0.661493618
electron transfer flavoprotein alpha subunit,HVO_2731,6.400158,6.2497306,6.9351377,6.5283421,6.8213773,7.0141177,7.6536245,7.163039833,0.634697733,0.12370902,0.497960045
"predicted transcription regulator, containing DNA-binding HTH domain",HVO_0338,7.458931,7.556118,7.591034,7.535361,8.046131,8.1293,8.337721,8.171050667,0.635689667,0.002625514,0.100602628
uspA domain protein,HVO_1823,7.7059026,7.796313,7.859333,7.787182867,7.728831,8.581223,8.958804,8.422952667,0.6357698,0.157802331,0.549293482
pyridoxine biosynthesis protein,HVO_2336,10.97727,11.592118,11.55243,11.37393933,11.736694,11.745336,12.548806,12.01027867,0.636339333,0.129995385,0.508680096
ribosomal protein L15.eR,HVO_0561,13.193847,13.4358225,13.173901,13.26785683,13.378155,13.869996,14.464716,13.904289,0.636432167,0.121979466,0.495193259
Manganese transport protein mntH,HVO_2674,6.432038,6.1460056,6.798725,6.458922867,6.975873,7.116113,7.1950874,7.095691133,0.636768267,0.033149442,0.272903695
conserved hypothetical protein,HVO_2881,11.564769,11.584753,11.805426,11.65164933,12.258206,12.838868,11.768608,12.28856067,0.636911333,0.116399018,0.485706897
hypothetical protein,HVO_A0167,7.49539,7.1232524,7.8466263,7.4884229,8.377954,8.413021,7.5850663,8.1253471,0.6369242,0.135693922,0.520944392
ribonuclease H I,HVO_A0463,7.316837,7.5794053,7.283155,7.393132433,7.782877,7.8812027,8.428734,8.0309379,0.637805467,0.045133319,0.317206836
Cupin domain protein,HVO_2585,6.0103273,6.404628,7.057447,6.490800767,6.761473,6.654084,7.9709187,7.128825233,0.638024467,0.287929761,0.647516985
hypothetical protein,HVO_1850,5.999462,6.6711044,7.050319,6.573628467,6.873078,6.5259066,8.237313,7.2120992,0.638470733,0.35149349,0.661493618
SAM-dependent methyltransferase,HVO_1389,6.715972,7.152978,6.9976177,6.955522567,7.1485486,7.2774253,8.359809,7.595260967,0.6397384,0.189185401,0.59416752
conserved hypothetical protein,HVO_0845,9.777805,10.05507,9.769856,9.867577,10.225434,10.541088,10.757318,10.50794667,0.640369667,0.023920197,0.237853403
OsmC-like protein superfamily,HVO_1289,10.921072,11.486011,11.573003,11.32669533,11.686776,11.835925,12.379043,11.967248,0.640552667,0.094308297,0.450082112
dihydrofolate reductase,HVO_1279,7.554023,7.727451,7.750889,7.677454333,7.9602294,8.106659,8.888846,8.318578133,0.6411238,0.095347229,0.450188042
ornithine cyclodeaminase,HVO_2879,8.738465,8.840845,8.666486,8.748598667,9.142736,9.282811,9.746819,9.390788667,0.64219,0.027526834,0.249873425
conserved hypothetical protein,HVO_1188,6.628405,6.6059046,6.7201,6.651469867,7.20318,7.247922,7.430139,7.293747,0.642277133,0.001168716,0.077210153
conserved hypothetical protein TIGR00486,HVO_2298,7.062535,7.6574636,8.017453,7.579150533,7.864681,7.610641,9.189398,8.221573333,0.6424228,0.317584926,0.65607814
